As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-09-22,Beta Ltd,10006,4,JPY,FIXED ASSETS,DEPRECIATION,71636,71636,0,Match
2024-09-22,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,93605,93605,0,Match
2024-09-23,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,52173,52173,0,Match
2024-09-23,Zeta Group,10001,5,CAD,LOANS,DEFERRED COSTS,1769,1769,0,Match
2024-09-23,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,42509,42513,-4,Break
2024-09-23,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,74292,74292,0,Match
2024-09-23,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,60181,60181,0,Match
2024-09-23,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,37455,37455,0,Match
2024-09-23,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,33192,33192,0,Match
2024-09-23,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,30652,30652,0,Match
2024-09-23,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,77654,77654,0,Match
2024-09-23,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,2358,2358,0,Match
2024-09-23,Delta LLC,10005,6,USD,REVENUE,EXPENSES,82662,82662,0,Match
2024-09-23,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,97415,97415,0,Match
2024-09-23,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,52948,52948,0,Match
2024-09-23,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,59001,59001,0,Match
2024-09-23,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,4148,4148,0,Match
2024-09-23,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,72242,72242,0,Match
2024-09-23,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,32976,32976,0,Match
2024-09-23,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,10994,10994,0,Match
2024-09-23,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,64050,64050,0,Match
2024-09-24,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,24645,24645,0,Match
2024-09-24,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,42859,72859,-30000,Break
2024-09-24,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,78537,78537,0,Match
2024-09-24,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,33840,33840,0,Match
2024-09-24,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,10606,10604,2,Break
2024-09-24,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,26525,26525,0,Match
2024-09-24,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,3240,3240,0,Match
2024-09-24,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,56408,56408,0,Match
2024-09-24,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,81929,81929,0,Match
2024-09-24,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,15763,15763,0,Match
2024-09-24,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,38162,38162,0,Match
2024-09-24,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,14401,14401,0,Match
2024-09-24,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,95315,95315,0,Match
2024-09-24,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,47632,47632,0,Match
2024-09-24,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,83391,83391,0,Match
2024-09-24,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,2266,2266,0,Match
2024-09-24,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,54937,54937,0,Match
2024-09-25,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,89922,89922,0,Match
2024-09-25,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,93600,93600,0,Match
2024-09-25,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,18997,18997,0,Match
2024-09-25,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,88962,88962,0,Match
2024-09-25,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,30565,30565,0,Match
2024-09-25,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,45036,45036,0,Match
2024-09-25,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,86653,86653,0,Match
2024-09-25,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,26489,26489,0,Match
2024-09-25,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,9145,9145,0,Match
2024-09-25,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,1800,1800,0,Match
2024-09-25,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,45445,45445,0,Match
2024-09-25,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,35290,35290,0,Match
2024-09-25,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,1667,1667,0,Match
2024-09-25,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,30338,30338,0,Match
2024-09-25,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,3598,35989,-32391,Break
2024-09-25,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,2031,2031,0,Match
2024-09-25,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,42173,42173,0,Match
2024-09-25,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,94149,94149,0,Match
2024-09-25,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,75589,75589,0,Match
2024-09-26,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,19817,19817,0,Match
2024-09-26,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,7701,77014,-69313,Break
2024-09-26,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,23390,23390,0,Match
2024-09-26,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,87804,87804,0,Match
2024-09-26,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,85311,85311,0,Match
2024-09-26,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,23302,23302,0,Match
2024-09-26,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,82026,82026,0,Match
2024-09-26,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,61806,61806,0,Match
2024-09-26,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,24278,24278,0,Match
2024-09-26,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,90366,90366,0,Match
2024-09-26,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,80456,80456,0,Match
2024-09-26,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,88794,88794,0,Match
2024-09-26,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,36385,36385,0,Match
2024-09-26,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,17236,17236,0,Match
2024-09-26,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,15130,15130,0,Match
2024-09-26,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,60591,60591,0,Match
2024-09-26,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,24085,24085,0,Match
2024-09-26,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,88308,88308,0,Match
2024-09-26,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,63745,63745,0,Match
2024-09-26,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,49065,49065,0,Match
2024-09-26,Zeta Group,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,46189,46189,0,Match
2024-09-26,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,63934,63934.21,-0.21,Break
2024-09-26,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,6302,6302,0,Match
2024-09-26,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,36494,36494,0,Match
2024-09-27,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,86023,86022.97,0.03,Break
2024-09-27,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,46656,46656,0,Match
2024-09-27,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,11791,11791,0,Match
2024-09-27,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,3041,3041,0,Match
2024-09-27,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,16304,16304,0,Match
2024-09-27,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,13330,13330,0,Match
2024-09-27,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,24684,24684,0,Match
2024-09-27,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,29267,29267,0,Match
2024-09-27,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,81135,81135,0,Match
2024-09-27,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,89527,89527,0,Match
2024-09-27,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,81963,81963,0,Match
2024-09-27,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,37267,37267,0,Match
2024-09-28,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,98170,98170,0,Match
2024-09-28,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,34905,34905,0,Match
2024-09-28,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,91900,91900,0,Match
2024-09-28,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,38959,38959,0,Match
2024-09-28,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,91267,91267,0,Match
2024-09-28,Alpha Corp,10007,8,CAD,BONDS,INTEREST PAYABLE,29567,29567,0,Match
2024-09-28,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,33748,33748,0,Match
2024-09-28,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,18147,18147,0,Match
2024-09-28,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,78392,78392,0,Match
2024-09-28,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,72282,72282,0,Match
2024-09-28,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,66207,66207,0,Match
2024-09-29,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,22960,22960,0,Match
2024-09-29,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,96336,96336,0,Match
2024-09-29,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,26105,26104,1,Break
2024-09-29,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,41912,41912,0,Match
2024-09-29,Zeta Group,10004,2,USD,EQUITY,RETAINED EARNINGS,61980,61980,0,Match
2024-09-29,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,72779,72779,0,Match
2024-09-29,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,34116,34116,0,Match
2024-09-29,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,40284,40284,0,Match
2024-09-29,Zeta Group,10007,8,CAD,BONDS,INTEREST PAYABLE,18700,18700,0,Match
2024-09-29,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,16093,16093,0,Match
2024-09-29,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,1030,1030,0,Match
2024-09-29,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,29253,29253,0,Match
2024-09-29,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,17426,17426,0,Match
2024-09-29,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,32446,32446,0,Match
2024-09-29,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,7048,7048,0,Match
2024-09-29,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,22778,22778,0,Match
2024-09-29,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,34307,34312,-5,Break
2024-09-29,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,84819,84819,0,Match
2024-09-30,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,58965,58965,0,Match
2024-09-30,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,61518,61518,0,Match
2024-09-30,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,95111,95111,0,Match
2024-09-30,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,51881,51881,0,Match
2024-09-30,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,1442,1442,0,Match
2024-09-30,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,22168,22168,0,Match
2024-09-30,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,35759,35759,0,Match
2024-09-30,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,522990,52299,470691,Break
2024-09-30,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,44636,44636,0,Match
2024-09-30,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,93962,93962,0,Match
2024-09-30,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,3650,3650,0,Match
2024-09-30,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,16247,16247,0,Match
2024-09-30,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,59416,59416,0,Match
2024-09-30,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,32348,32348,0,Match
2024-09-30,Zeta Group,10008,1,USD,INVENTORY,COST OF GOODS SOLD,81531,81531,0,Match
2024-09-30,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,5008,5006,2,Break
2024-09-30,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,91269,91269,0,Match
2024-10-01,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,44816,44816,0,Match
2024-10-01,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,20707,20707,0,Match
2024-10-01,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,43355,43355,0,Match
2024-10-01,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,19811,19811,0,Match
2024-10-01,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,53278,53278,0,Match
2024-10-01,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,72348,72348,0,Match
2024-10-01,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,80648,80648,0,Match
2024-10-01,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,35595,35595,0,Match
2024-10-01,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,10561,10561,0,Match
2024-10-01,Alpha Corp,10004,2,CAD,EQUITY,RETAINED EARNINGS,49035,49035,0,Match
2024-10-01,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,72129,72129,0,Match
2024-10-01,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,84519,84519,0,Match
2024-10-01,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,92156,92156,0,Match
2024-10-01,Zeta Group,10005,6,USD,REVENUE,EXPENSES,84513,84513,0,Match
2024-10-01,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,19171,19171,0,Match
2024-10-01,Gamma Inc,10005,6,GBP,REVENUE,EXPENSES,36965,36965,0,Match
2024-10-01,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,29213,29213,0,Match
2024-10-01,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,2113,2113,0,Match
2024-10-01,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,90889,90889,0,Match
2024-10-01,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,61401,61401,0,Match
2024-10-01,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,42802,42802.64,-0.64,Break
2024-10-01,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,37196,37196,0,Match
2024-10-01,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,69530,69530,0,Match
2024-10-02,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,39777,39777,0,Match
2024-10-02,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,12793,12793,0,Match
2024-10-02,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,59916,59916,0,Match
2024-10-02,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,21885,21885,0,Match
2024-10-02,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,44762,44762,0,Match
2024-10-02,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,60479,60479,0,Match
2024-10-02,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,2370,2370,0,Match
2024-10-02,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,91000,91000,0,Match
2024-10-02,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,74643,74643,0,Match
2024-10-02,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,71950,71950,0,Match
2024-10-02,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,57419,57419,0,Match
2024-10-02,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,18565,18565,0,Match
2024-10-02,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,21233,21233,0,Match
2024-10-02,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,13341,13341,0,Match
2024-10-02,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,93708,93708,0,Match
2024-10-03,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,10821,10821,0,Match
2024-10-03,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,55573,55573,0,Match
2024-10-03,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,85071,85071,0,Match
2024-10-03,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,82648,82648,0,Match
2024-10-03,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,45146,45146,0,Match
2024-10-03,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,13080,13080,0,Match
2024-10-03,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,25571,25571,0,Match
2024-10-03,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,88105,88105,0,Match
2024-10-03,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,27761,27761,0,Match
2024-10-03,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,7342,7342,0,Match
2024-10-03,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,42217,42217,0,Match
2024-10-03,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,4166,4166,0,Match
2024-10-03,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,85862,85862,0,Match
2024-10-03,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,92927,92927,0,Match
2024-10-03,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,12389,12389,0,Match
2024-10-03,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,87338,87338,0,Match
2024-10-03,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,20106,20106,0,Match
2024-10-03,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,17804,17804,0,Match
2024-10-03,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,62161,62161,0,Match
2024-10-04,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,70502,78502,-8000,Break
2024-10-04,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,19567,19567,0,Match
2024-10-04,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,38406,38406,0,Match
2024-10-04,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,79807,79807,0,Match
2024-10-04,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,73774,73774,0,Match
2024-10-04,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,51580,51580,0,Match
2024-10-04,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,97576,97576,0,Match
2024-10-04,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,50552,50552,0,Match
2024-10-04,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,52513,52513,0,Match
2024-10-04,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,90985,90985,0,Match
2024-10-04,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,78326,78326,0,Match
2024-10-04,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,58854,58854,0,Match
2024-10-04,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,14388,14388,0,Match
2024-10-04,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,40368,40368,0,Match
2024-10-04,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,91537,91537,0,Match
2024-10-04,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,17812,17812,0,Match
2024-10-04,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,61194,61194,0,Match
2024-10-04,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,54974,54974,0,Match
2024-10-05,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,38434,38434,0,Match
2024-10-05,Beta Ltd,10006,4,GBP,FIXED ASSETS,DEPRECIATION,18318,18318,0,Match
2024-10-05,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,40542,40542,0,Match
2024-10-05,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,860100,86010,774090,Break
2024-10-05,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,73541,73541,0,Match
2024-10-05,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,97818,97818,0,Match
2024-10-05,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,85908,85908,0,Match
2024-10-06,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,78723,78723,0,Match
2024-10-06,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,6083,6083,0,Match
2024-10-06,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,13339,13339,0,Match
2024-10-06,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,11450,11450.33,-0.33,Break
2024-10-06,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,50705,50715,-10,Break
2024-10-06,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,64909,64909,0,Match
2024-10-06,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,44491,44491,0,Match
2024-10-06,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,76846,76846,0,Match
2024-10-06,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,8600,8600,0,Match
2024-10-06,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,49937,49937,0,Match
2024-10-06,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,51618,51618,0,Match
2024-10-06,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,59891,59891,0,Match
2024-10-06,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,46952,46952,0,Match
2024-10-07,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,83161,83161,0,Match
2024-10-07,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,38289,18289,20000,Break
2024-10-07,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,28378,28378,0,Match
2024-10-07,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,53873,53873,0,Match
2024-10-07,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,42013,42013,0,Match
2024-10-07,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,24283,24283,0,Match
2024-10-07,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,99702,99702,0,Match
2024-10-07,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,83327,83331,-4,Break
2024-10-07,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,46580,46580,0,Match
2024-10-07,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,84394,84394,0,Match
2024-10-07,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,70870,70870,0,Match
2024-10-07,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,44183,44183,0,Match
2024-10-07,Zeta Group,10008,1,USD,INVENTORY,COST OF GOODS SOLD,48964,48964,0,Match
2024-10-07,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,41274,41275,-1,Break
2024-10-07,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,77641,77641,0,Match
2024-10-07,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,52584,52584,0,Match
2024-10-07,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,14524,14524,0,Match
2024-10-08,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,56795,56795,0,Match
2024-10-08,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,80354,80354,0,Match
2024-10-08,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,30099,30099,0,Match
2024-10-08,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,78138,78138,0,Match
2024-10-08,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,34219,34219,0,Match
2024-10-08,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,73787,73787,0,Match
2024-10-08,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,35196,35196,0,Match
2024-10-08,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,49749,49749,0,Match
2024-10-08,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,23543,23543,0,Match
