As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-10-12,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,69062.66,69062.66,0.0,Match
2024-10-12,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,84613.81,84613.81,0.0,Match
2024-10-12,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,74694.09,74694.09,0.0,Match
2024-10-12,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,26006.74,26006.74,0.0,Match
2024-10-12,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,91028.56,91028.56,0.0,Match
2024-10-12,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,86342.52,86342.52,0.0,Match
2024-10-12,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,96718.33,96718.33,0.0,Match
2024-10-12,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,71661.8,71661.8,0.0,Match
2024-10-13,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,33695.25,32373.67,1321.58,Break
2024-10-13,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,89583.92,89583.92,0.0,Match
2024-10-13,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,47654.8,47654.8,0.0,Match
2024-10-13,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,70403.08,70403.08,0.0,Match
2024-10-13,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,72053.9,72053.9,0.0,Match
2024-10-13,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,75729.63,74753.45,976.18,Break
2024-10-13,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,93915.62,93915.62,0.0,Match
2024-10-13,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,77411.1,77411.1,0.0,Match
2024-10-13,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,17620.14,17620.14,0.0,Match
2024-10-13,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,23017.06,23017.06,0.0,Match
2024-10-14,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,73098.97,73098.97,0.0,Match
2024-10-14,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,24756.82,24756.82,0.0,Match
2024-10-14,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,72207.75,72207.75,0.0,Match
2024-10-14,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,89055.66,89055.66,0.0,Match
2024-10-14,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,95873.29,95873.29,0.0,Match
2024-10-14,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,56474.35,55431.04,1043.31,Break
2024-10-14,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,9530.52,9530.52,0.0,Match
2024-10-14,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,88052.57,88052.57,0.0,Match
2024-10-14,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,43384.17,43384.17,0.0,Match
2024-10-14,Gamma Inc,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,95143.0,93994.24,1148.76,Break
2024-10-14,Zeta Group,10005,6,USD,REVENUE,EXPENSES,80613.95,80613.95,0.0,Match
2024-10-14,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,68924.42,68924.42,0.0,Match
2024-10-14,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,12696.51,12696.51,0.0,Match
2024-10-14,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,57336.02,57336.02,0.0,Match
2024-10-14,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,78791.36,78791.36,0.0,Match
2024-10-15,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,55425.4,55425.4,0.0,Match
2024-10-15,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,80991.49,80991.49,0.0,Match
2024-10-15,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,21893.43,21893.43,0.0,Match
2024-10-15,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,3260.23,3260.23,0.0,Match
2024-10-15,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,82150.47,82150.47,0.0,Match
2024-10-15,Zeta Group,10005,6,USD,REVENUE,EXPENSES,19637.23,19637.23,0.0,Match
2024-10-15,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,54704.0,55679.27,-975.27,Break
2024-10-15,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,53874.14,53874.14,0.0,Match
2024-10-15,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,38662.09,38662.09,0.0,Match
2024-10-15,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,73539.91,73539.91,0.0,Match
2024-10-15,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,45284.6,45284.6,0.0,Match
2024-10-15,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,48800.57,48800.57,0.0,Match
2024-10-15,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,55496.61,55496.61,0.0,Match
2024-10-15,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,59288.02,59288.02,0.0,Match
2024-10-15,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,78615.27,78615.27,0.0,Match
2024-10-16,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,52876.2,52876.2,0.0,Match
2024-10-16,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,65491.0,65491.0,0.0,Match
2024-10-16,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,75056.62,75056.62,0.0,Match
2024-10-16,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,84573.51,84573.51,0.0,Match
2024-10-16,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,75905.1,75905.1,0.0,Match
2024-10-16,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,45924.6,45924.6,0.0,Match
2024-10-16,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,46532.97,46532.97,0.0,Match
2024-10-16,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,42927.53,42927.53,0.0,Match
2024-10-16,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,94045.41,93411.29,634.12,Break
2024-10-16,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,80860.44,80860.44,0.0,Match
2024-10-16,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,16747.62,16747.62,0.0,Match
2024-10-16,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,25172.31,25172.31,0.0,Match
2024-10-16,Zeta Group,10007,8,CAD,BONDS,INTEREST PAYABLE,63927.46,63927.46,0.0,Match
2024-10-16,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,60123.73,60123.73,0.0,Match
2024-10-17,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,21758.2,22216.6,-458.4,Break
2024-10-17,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,40273.74,41765.95,-1492.21,Break
2024-10-17,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,64362.72,64362.72,0.0,Match
2024-10-17,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,21797.82,21797.82,0.0,Match
2024-10-17,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,12764.66,12764.66,0.0,Match
2024-10-17,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,71889.6,71889.6,0.0,Match
2024-10-17,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,53401.64,53401.64,0.0,Match
2024-10-17,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,50075.15,50075.15,0.0,Match
2024-10-17,Alpha Corp,10004,2,CAD,EQUITY,RETAINED EARNINGS,23978.36,23978.36,0.0,Match
2024-10-17,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,4304.02,4304.02,0.0,Match
2024-10-17,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,85495.09,85495.09,0.0,Match
2024-10-17,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,54853.48,54853.48,0.0,Match
2024-10-17,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,77548.38,77548.38,0.0,Match
2024-10-17,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,7192.28,7192.28,0.0,Match
2024-10-17,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,6166.74,6166.74,0.0,Match
2024-10-17,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,50505.72,50505.72,0.0,Match
2024-10-17,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,44628.89,43719.75,909.14,Break
2024-10-17,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,4881.12,4881.12,0.0,Match
2024-10-17,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,36997.82,36997.82,0.0,Match
2024-10-17,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,12384.65,12384.65,0.0,Match
2024-10-18,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,6703.28,6703.28,0.0,Match
2024-10-18,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,47852.4,46828.21,1024.19,Break
2024-10-18,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,15181.27,15181.27,0.0,Match
2024-10-18,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,3855.98,3855.98,0.0,Match
2024-10-18,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,94645.55,94645.55,0.0,Match
2024-10-18,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,1881.67,1881.67,0.0,Match
2024-10-18,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,59208.56,59208.56,0.0,Match
2024-10-18,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,91441.32,91441.32,0.0,Match
2024-10-18,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,93375.56,93375.56,0.0,Match
2024-10-18,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,77344.84,78651.09,-1306.25,Break
2024-10-18,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,54304.99,54304.99,0.0,Match
2024-10-18,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,60863.38,60863.38,0.0,Match
2024-10-18,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,85523.72,85523.72,0.0,Match
2024-10-18,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,96106.87,96106.87,0.0,Match
2024-10-19,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,49441.11,49441.11,0.0,Match
2024-10-19,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,95722.81,95722.81,0.0,Match
2024-10-19,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,85372.14,85372.14,0.0,Match
2024-10-19,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,47641.58,48289.81,-648.23,Break
2024-10-19,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,31732.49,31732.49,0.0,Match
2024-10-19,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,76209.46,75229.23,980.23,Break
2024-10-19,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,29153.14,30246.69,-1093.55,Break
2024-10-19,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,36399.88,36399.88,0.0,Match
2024-10-19,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,24956.66,24956.66,0.0,Match
2024-10-19,Gamma Inc,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,11448.88,11448.88,0.0,Match
2024-10-19,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,25275.33,25275.33,0.0,Match
2024-10-19,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,88624.92,88624.92,0.0,Match
2024-10-20,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,8923.37,8923.37,0.0,Match
2024-10-20,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,40229.21,40229.21,0.0,Match
2024-10-20,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,36083.17,36083.17,0.0,Match
2024-10-20,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,72555.86,72555.86,0.0,Match
2024-10-20,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,12786.89,12786.89,0.0,Match
2024-10-20,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,48423.78,47266.21,1157.57,Break
2024-10-20,Gamma Inc,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,63059.8,64059.98,-1000.18,Break
2024-10-20,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,84169.78,84169.78,0.0,Match
2024-10-20,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,36369.07,36369.07,0.0,Match
2024-10-20,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,53422.26,53422.26,0.0,Match
2024-10-20,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,22502.3,22502.3,0.0,Match
2024-10-20,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,95272.07,95272.07,0.0,Match
2024-10-20,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,65301.16,65301.16,0.0,Match
2024-10-21,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,67175.21,67175.21,0.0,Match
2024-10-21,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,78896.77,78896.77,0.0,Match
2024-10-21,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,84253.81,84253.81,0.0,Match
2024-10-21,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,66814.54,66814.54,0.0,Match
2024-10-21,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,40881.03,40881.03,0.0,Match
2024-10-21,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,99946.15,99946.15,0.0,Match
2024-10-21,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,32034.38,32034.38,0.0,Match
2024-10-21,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,24759.71,24759.71,0.0,Match
2024-10-21,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,51082.05,51082.05,0.0,Match
2024-10-21,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,79942.64,79942.64,0.0,Match
2024-10-21,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,53353.96,53353.96,0.0,Match
2024-10-22,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,95350.77,95350.77,0.0,Match
2024-10-22,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,30074.67,30074.67,0.0,Match
2024-10-22,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,5122.6,5122.6,0.0,Match
2024-10-22,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,3146.36,3146.36,0.0,Match
2024-10-22,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,24205.29,24205.29,0.0,Match
2024-10-22,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,70343.13,71502.37,-1159.24,Break
2024-10-22,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,63395.9,63395.9,0.0,Match
2024-10-22,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,82618.5,82618.5,0.0,Match
2024-10-23,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,57611.05,57611.05,0.0,Match
2024-10-23,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,84551.07,84551.07,0.0,Match
2024-10-23,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,21693.03,21693.03,0.0,Match
2024-10-23,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,38597.73,38597.73,0.0,Match
2024-10-23,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,3137.06,4413.72,-1276.66,Break
2024-10-23,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,73922.09,73922.09,0.0,Match
2024-10-23,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,88141.86,88141.86,0.0,Match
2024-10-23,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,98567.83,98567.83,0.0,Match
2024-10-23,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,46705.79,46705.79,0.0,Match
2024-10-23,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,90536.11,90536.11,0.0,Match
2024-10-23,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,87474.88,87474.88,0.0,Match
2024-10-23,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,37151.17,35746.95,1404.22,Break
2024-10-23,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,50381.74,50381.74,0.0,Match
2024-10-23,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,32792.67,34132.13,-1339.46,Break
2024-10-23,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,75190.04,76041.36,-851.32,Break
2024-10-23,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,30604.31,30604.31,0.0,Match
2024-10-24,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,43967.59,43967.59,0.0,Match
2024-10-24,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,66485.96,66485.96,0.0,Match
2024-10-24,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,99247.59,99247.59,0.0,Match
2024-10-24,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,85829.99,85829.99,0.0,Match
2024-10-24,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,90220.66,90220.66,0.0,Match
2024-10-24,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,62601.71,62601.71,0.0,Match
2024-10-24,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,68345.56,68345.56,0.0,Match
2024-10-24,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,89495.2,89495.2,0.0,Match
2024-10-24,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,83998.98,83998.98,0.0,Match
2024-10-24,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,30021.85,30021.85,0.0,Match
2024-10-24,Delta LLC,10005,6,USD,REVENUE,EXPENSES,2773.87,2773.87,0.0,Match
2024-10-24,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,84996.81,84996.81,0.0,Match
2024-10-24,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,72409.49,72409.49,0.0,Match
2024-10-24,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,79242.25,79242.25,0.0,Match
2024-10-24,Beta Ltd,10006,4,GBP,FIXED ASSETS,DEPRECIATION,30787.85,30787.85,0.0,Match
2024-10-24,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,76128.13,76128.13,0.0,Match
2024-10-24,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,16945.62,16945.62,0.0,Match
2024-10-24,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,46912.87,46912.87,0.0,Match
2024-10-24,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,9153.09,9153.09,0.0,Match
2024-10-24,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,32147.55,32147.55,0.0,Match
2024-10-25,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,27314.88,27314.88,0.0,Match
2024-10-25,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,83945.53,83945.53,0.0,Match
2024-10-25,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,79328.46,79328.46,0.0,Match
2024-10-25,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,26653.07,26653.07,0.0,Match
2024-10-25,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,6805.66,6805.66,0.0,Match
2024-10-25,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,28825.94,28825.94,0.0,Match
2024-10-25,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,43627.23,43627.23,0.0,Match
2024-10-25,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,44877.92,44135.5,742.42,Break
2024-10-25,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,93249.33,93249.33,0.0,Match
2024-10-25,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,12710.31,12710.31,0.0,Match
2024-10-25,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,55981.34,55981.34,0.0,Match
2024-10-26,Alpha Corp,10001,5,EUR,LOANS,DEFERRED COSTS,59723.68,59723.68,0.0,Match
2024-10-26,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,53700.72,53700.72,0.0,Match
2024-10-26,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,74582.06,75497.3,-915.24,Break
2024-10-26,Zeta Group,10004,2,USD,EQUITY,RETAINED EARNINGS,45370.12,45370.12,0.0,Match
2024-10-26,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,92310.67,92310.67,0.0,Match
2024-10-26,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,72074.18,71174.69,899.49,Break
2024-10-26,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,52648.96,52648.96,0.0,Match
2024-10-26,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,29148.8,28208.33,940.47,Break
2024-10-26,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,84852.97,84852.97,0.0,Match
2024-10-27,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,97905.66,97905.66,0.0,Match
2024-10-27,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,76942.93,76942.93,0.0,Match
2024-10-27,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,6889.87,7819.35,-929.48,Break
2024-10-27,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,62561.27,62561.27,0.0,Match
2024-10-27,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,15390.89,15390.89,0.0,Match
2024-10-27,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,41971.32,41971.32,0.0,Match
2024-10-27,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,77908.93,77908.93,0.0,Match
2024-10-27,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,27289.71,27289.71,0.0,Match
2024-10-27,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,37485.01,37485.01,0.0,Match
2024-10-27,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,5719.3,4791.56,927.74,Break
2024-10-28,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,92959.66,93789.19,-829.53,Break
2024-10-28,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,18407.89,18407.89,0.0,Match
2024-10-28,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,54190.6,54190.6,0.0,Match
2024-10-28,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,47653.1,48524.95,-871.85,Break
2024-10-28,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,24008.12,24008.12,0.0,Match
2024-10-28,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,63776.19,64739.65,-963.46,Break
2024-10-28,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,91457.29,91457.29,0.0,Match
2024-10-28,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,41432.83,41432.83,0.0,Match
2024-10-28,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,5900.6,5900.6,0.0,Match
2024-10-28,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,96618.97,96618.97,0.0,Match
2024-10-28,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,43726.21,43726.21,0.0,Match
2024-10-28,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,91068.73,91068.73,0.0,Match
2024-10-28,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,63108.35,63108.35,0.0,Match
2024-10-28,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,43554.03,42376.81,1177.22,Break
2024-10-29,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,56249.61,56249.61,0.0,Match
2024-10-29,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,20084.63,20084.63,0.0,Match
2024-10-29,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,50726.0,50726.0,0.0,Match
2024-10-29,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,8757.28,8757.28,0.0,Match
2024-10-29,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,86053.93,86831.31,-777.38,Break
2024-10-29,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,22354.53,21172.36,1182.17,Break
2024-10-29,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,83035.64,83035.64,0.0,Match
2024-10-29,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,5441.87,5441.87,0.0,Match
2024-10-29,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,48319.43,48319.43,0.0,Match
2024-10-29,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,68419.79,68419.79,0.0,Match
2024-10-29,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,71842.25,70581.29,1260.96,Break
2024-10-29,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,57762.6,57762.6,0.0,Match
2024-10-29,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,41408.28,41408.28,0.0,Match
2024-10-29,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,53477.08,53477.08,0.0,Match
